jmap -histo:live 17142

 num     #instances         #bytes  class name
1213:             1             72  org.springframework.context.support.ResourceBundleMessageSource
1214:             3             72  org.springframework.core.convert.support.DefaultConversionService
1215:             3             72  org.springframework.core.env.MutablePropertySources
1216:             3             72  org.springframework.core.env.PropertySource$StubPropertySource
1217:             3             72  org.springframework.expression.TypedValue
1218:             3             72  org.springframework.expression.spel.SpelParserConfiguration
1219:             3             72  org.springframework.format.datetime.joda.JodaTimeFormatterRegistrar$Type
1220:             3             72  org.springframework.jdbc.core.namedparam.NamedParameterJdbcTemplate
1221:             3             72  org.springframework.jmx.support.RegistrationPolicy
1222:             3             72  org.springframework.jndi.JndiLocatorDelegate
1223:             3             72  org.springframework.jndi.JndiPropertySource
1224:             3             72  org.springframework.samples.petclinic.model.Specialty
1225:             3             72  org.springframework.web.method.annotation.AbstractNamedValueMethodArgumentResolver$NamedValueInfo
1226:             3             72  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
1227:             1             72  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping
1228:             1             72  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
1229:             3             72  org.springframework.web.servlet.tags.UrlTag$UrlType
1230:             3             72  sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
1231:             3             72  sun.misc.Signal
1232:             3             72  sun.security.provider.NativePRNG$Variant
1233:             3             72  sun.security.provider.PolicyFile$PolicyEntry
1234:             1             72  sun.util.locale.provider.JRELocaleProviderAdapter
1235:             4             64  [Ljava.io.File;
1236:             2             64  [Ljava.lang.annotation.RetentionPolicy;
1237:             2             64  [Ljavax.persistence.GenerationType;
1238:             2             64  [Ljavax.servlet.SessionTrackingMode;
1239:             4             64  [Lorg.apache.catalina.InstanceListener;
1240:             1             64  [Lorg.apache.coyote.AsyncStateMachine$AsyncState;
1241:             2             64  [Lorg.hibernate.validator.internal.metadata.raw.ConstrainedElement$ConstrainedElementKind;
1242:             2             64  [Lorg.springframework.format.annotation.DateTimeFormat$ISO;
1243:             2             64  [Lorg.springframework.util.ConcurrentReferenceHashMap$TaskOption;
1244:             2             64  [[Lcom.sun.org.apache.xerces.internal.xni.QName;
1245:             1             64  ch.qos.logback.classic.PatternLayout
1246:             2             64  ch.qos.logback.classic.joran.action.LevelAction
1247:             2             64  ch.qos.logback.core.joran.event.BodyEvent
1248:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
1249:             4             64  ch.qos.logback.core.spi.LogbackLock
1250:             2             64  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping
1251:             2             64  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager$Property
1252:             4             64  com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl
1253:             1             64  com.sun.org.apache.xerces.internal.impl.xs.SchemaGrammar$XSAnyType
1254:             4             64  com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$AttributesProxy
1255:             4             64  com.sun.org.apache.xerces.internal.util.EntityResolver2Wrapper
1256:             4             64  com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper
1257:             2             64  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property
1258:             4             64  com.sun.proxy.$Proxy16
1259:             4             64  com.sun.proxy.$Proxy26
1260:             4             64  com.sun.proxy.$Proxy51
1261:             2             64  java.io.PrintStream
1262:             2             64  java.lang.ClassValue$Entry
1263:             4             64  java.lang.Float
1264:             2             64  java.lang.VirtualMachineError
1265:             2             64  java.lang.ref.ReferenceQueue$Null
1266:             2             64  java.lang.reflect.WeakCache$CacheKey
1267:             4             64  java.util.concurrent.CopyOnWriteArraySet
1268:             2             64  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
1269:             2             64  java.util.regex.Pattern$3
1270:             2             64  javax.management.MBeanConstructorInfo
1271:             2             64  javax.servlet.jsp.tagext.VariableInfo
1272:             2             64  net.sf.ehcache.DefaultElementEvictionData
1273:             4             64  net.sf.ehcache.store.MemoryStoreEvictionPolicy
1274:             1             64  net.sf.ehcache.store.chm.SelectableConcurrentHashMap
1275:             1             64  org.apache.catalina.core.StandardService
1276:             1             64  org.apache.catalina.loader.WebappClassLoaderBase$2
1277:             1             64  org.apache.catalina.servlets.DefaultServlet
1278:             1             64  org.apache.catalina.startup.HostConfig
1279:             1             64  org.apache.jasper.compiler.JasperTagInfo
1280:             4             64  org.apache.naming.NameParserImpl
1281:             1             64  org.apache.naming.resources.FileDirContext
1282:             1             64  org.apache.naming.resources.ProxyDirContext
1283:             1             64  org.apache.naming.resources.ResourceCache
1284:             2             64  org.apache.taglibs.standard.tag.common.core.ChooseTag
1285:             4             64  org.joda.time.format.DateTimeFormatterBuilder$CharacterLiteral
1286:             2             64  org.joda.time.format.DateTimeFormatterBuilder$Composite
1287:             2             64  org.springframework.beans.factory.annotation.RequiredAnnotationBeanPostProcessor
1288:             2             64  org.springframework.context.annotation.ConfigurationClassParser$ImportStack
1289:             2             64  org.springframework.context.support.DefaultLifecycleProcessor
1290:             4             64  org.springframework.core.convert.support.ArrayToCollectionConverter
1291:             4             64  org.springframework.core.convert.support.ArrayToObjectConverter
1292:             4             64  org.springframework.core.convert.support.ArrayToStringConverter
1293:             4             64  org.springframework.core.convert.support.CharacterToNumberFactory
1294:             4             64  org.springframework.core.convert.support.CollectionToCollectionConverter
1295:             4             64  org.springframework.core.convert.support.CollectionToObjectConverter
1296:             4             64  org.springframework.core.convert.support.EnumToStringConverter
1297:             4             64  org.springframework.core.convert.support.FallbackObjectToStringConverter
1298:             4             64  org.springframework.core.convert.support.IdToEntityConverter
1299:             4             64  org.springframework.core.convert.support.MapToMapConverter
1300:             4             64  org.springframework.core.convert.support.NumberToCharacterConverter
1301:             4             64  org.springframework.core.convert.support.NumberToNumberConverterFactory
1302:             4             64  org.springframework.core.convert.support.ObjectToArrayConverter
1303:             4             64  org.springframework.core.convert.support.ObjectToCollectionConverter
1304:             4             64  org.springframework.core.convert.support.ObjectToObjectConverter
1305:             4             64  org.springframework.core.convert.support.PropertiesToStringConverter
